"","block","streetName","streetType","stretTypeNum","streetDirection","overall","crack","patch","length","width","dateRated","dateLastOverlay","flushOil","flushOilNum","class","classnum","pavement","streetID","NumofYrs","predict"
"217",100,"CIRCLE","RD",5,"",7,4,3,909,24,"5/15/2016",2007,"F",3,"Local",1,"6",12577510,"9",7
"218",100,"CIRCLE","RD",5,"",7,4,3,909,24,"5/15/2016",2007,"F",3,"Local",1,"6",13006931,"9",7
"219",100,"CLAIRE","RD",5,"",6,3,4,950,30,"6/15/2016",1999,"O",2,"Local",1,"3",12578927,"17",6
"220",100,"CLAIRMONTE","AVE",6,"",6,3,5,515,28,"3/15/2016",2000,"F",3,"Local",1,"6",12572992,"16",7
"221",100,"CLAIRMONTE","AVE",6,"",6,3,5,515,28,"3/15/2016",2000,"F",3,"Local",1,"6",13002181,"16",7
"222",100,"CLARENCE","AVE",6,"",5,3,3,350,27,"6/15/2016",1985,"O",2,"Local",1,"3",12576614,"31",6
"223",100,"CLARENDON","ST",3,"",4,2,3,335,24,"4/14/2016",2001,"F",3,"Local",1,"6",12577582,"15",5
"224",100,"CLARKE","ST",3,"",6,2,3,270,27,"5/14/2016",2001,"F",3,"Local",1,"6",12578512,"15",5
"225",100,"CLARKE","ST",3,"",6,2,3,270,27,"5/14/2016",2001,"F",3,"Local",1,"6",12578511,"15",5
"226",100,"CLAYTON","AVE",6,"",5,3,2,433,22,"6/14/2016",1985,"O",2,"Local",1,"3",12571821,"31",5
"227",100,"CLEVELAND","AVE",6,"",5,3,2,315,27,"4/14/2016",1999,"O",2,"Local",1,"3",12580192,"17",5
"228",100,"CLIFTON","PL",1,"",8,4,4,1257,25,"4/14/2016",2009,"F",3,"Local",1,"6",12580999,"7",8
"229",100,"CLINTON","ST",3,"N",NA,NA,NA,186,40,"4/14/2016",1999,"F",3,"MA",3,"Brick",12573889,"17",NA
"230",100,"CLINTON","ST",3,"S",5,3,3,330,50,"4/14/2016",2001,"F",3,"MA",3,"6",12573885,"15",6
"231",100,"CLINTON","ST",3,"S",5,3,3,330,50,"4/14/2016",2001,"F",3,"MA",3,"6",12573888,"15",6
"232",100,"CLOVER","ST",3,"",8,4,5,528,30,"3/15/2016",2007,"F",3,"Local",1,"6",12573313,"9",8
"233",100,"CLYDE","AVE",6,"",6,3,3,909,28,"6/14/2016",1999,"O",2,"Local",1,"3",12572047,"17",6
"234",100,"CODY","AVE",6,"",7,3,4,422,27,"4/15/2016",2005,"O",2,"Local",1,"3",12572713,"11",7
"235",100,"COFFEY","DR",4,"",6,3,4,211,18,"6/14/2016",1985,"O",2,"Local",1,"3",12572736,"31",6
"236",100,"COLBY","AVE",6,"",6,3,4,1003,26,"5/15/2016",1985,"O",2,"Local",1,"3",12581117,"31",6
"237",100,"COLDBROOK","DR",4,"",6,3,5,300,18,"6/15/2016",1999,"O",2,"Local",1,"3",13002113,"17",6
"238",100,"COLERIDGE","AVE",6,"",5,2,3,700,25,"4/15/2016",1988,"F",3,"Local",1,"6",12573399,"28",5
"239",100,"COLLEGE","PL",1,"",NA,NA,NA,1109,34,"11/1/1995",1985,"F",3,"Local",1,"6",12577579,"10",NA
"240",100,"COLLINGWOOD","AVE",6,"N",5,3,3,708,28,"4/14/2016",1988,"O",2,"Local",1,"3",12581096,"28",6
"241",100,"COLLINGWOOD","AVE",6,"S",6,3,5,897,24,"4/15/2016",1989,"O",2,"Local",1,"3",12581069,"27",6
"242",100,"COLUMBIA","AVE",6,"",8,3,4,535,27,"4/15/2016",2008,"F",3,"Local",1,"6",12572028,"8",7
"243",100,"COLUMBUS","AVE",6,"",5,3,1,352,36,"5/14/2016",1985,"F",3,"Local",1,"6",12578219,"31",4
"244",100,"COLUMBUS","AVE",6,"",5,3,1,352,36,"5/14/2016",1985,"F",3,"Local",1,"6",12578220,"31",4
"245",100,"COLVIN","ST",3,"E",7,5,3,522,36,"3/15/2016",2004,"F",3,"MA",3,"6",12577273,"12",7
"246",100,"COLVIN","ST",3,"E",7,5,3,522,36,"3/15/2016",2004,"F",3,"MA",3,"6",12577239,"12",7
"247",100,"COLVIN","ST",3,"W",7,4,3,291,25,"3/15/2016",2004,"F",3,"MA",3,"6",12577237,"12",7
"248",100,"COMMONWEALTH","AVE",6,"",6,3,3,211,11,"4/14/2016",1999,"O",2,"Local",1,"6",12575251,"17",6
"249",100,"COMSTOCK","AVE",6,"",5,3,3,615,27,"4/14/2016",1999,"F",3,"MA",3,"6",12578143,"17",6
"250",100,"COMSTOCK","AVE",6,"",5,3,3,615,27,"4/14/2016",1999,"F",3,"MA",3,"6",12578146,"17",6
"251",100,"COMSTOCK","PL",1,"",7,3,4,432,26,"4/14/2016",1999,"O",2,"Local",1,"3",12578145,"17",6
"252",100,"CONAN","ST",3,"",5,3,2,483,23,"4/15/2016",1985,"O",2,"Local",1,"3",12576703,"31",5
"253",100,"CONAN","ST",3,"",5,3,2,483,23,"4/15/2016",1985,"O",2,"Local",1,"3",13009802,"31",5
"254",100,"CONCORD","PL",1,"",9,5,5,739,34,"5/14/2016",2011,"F",3,"Local",1,"6",13011166,"5",9
"255",100,"CONCORD","PL",1,"",9,5,5,739,34,"5/14/2016",2011,"F",3,"Local",1,"6",13011168,"5",9
"256",100,"CONCORD","PL",1,"",9,5,5,739,34,"5/14/2016",2011,"F",3,"Local",1,"6",13011167,"5",9
"257",100,"CONCORD","PL",1,"",9,5,5,739,34,"5/14/2016",2011,"F",3,"Local",1,"6",12578515,"5",9
"258",100,"CONGRESS","AVE",6,"",6,3,3,285,32,"4/14/2016",1985,"O",2,"Local",1,"3",12573296,"31",6
"259",100,"CONGRESS","AVE",6,"",6,3,3,285,32,"4/14/2016",1985,"O",2,"Local",1,"3",12573298,"31",6
"260",100,"CONIFER","DR",4,"",5,3,1,1383,28,"6/15/2016",1985,"O",2,"Local",1,"3",12564411,"31",4
"261",100,"COOK","AVE",6,"",7,3,4,924,27,"4/14/2016",2000,"F",3,"Local",1,"6",12580996,"16",6
"262",100,"COOLIDGE","AVE",6,"",5,3,2,843,30,"3/14/2016",1983,"F",3,"Local",1,"6",12573261,"33",5
"263",100,"CORAL","AVE",6,"",6,3,4,381,23,"6/14/2016",1989,"O",2,"Local",1,"3",12576690,"27",6
"264",100,"CORDOVA","ST",3,"",6,2,5,484,23,"5/14/2016",2000,"O",2,"Local",1,"3",12576648,"16",6
"265",100,"CORNELL","AVE",6,"",4,2,4,626,27,"6/14/2016",1985,"O",2,"Local",1,"3",12571810,"31",5
"266",100,"CORNING","AVE",6,"E",9,5,5,264,27,"5/14/2016",2003,"F",3,"Local",1,"6",12576857,"13",9
"267",100,"CORNING","AVE",6,"W",5,3,2,969,28,"6/15/2016",2000,"O",2,"Local",1,"3",12576806,"16",5
"268",100,"CORTLAND","PL",1,"",6,3,3,764,24,"6/14/2016",1985,"O",2,"Local",1,"3",12576573,"31",6
"269",100,"COSSITT","ST",3,"",7,3,5,292,26,"4/15/2016",1985,"O",2,"Local",1,"3",12571708,"31",6
"270",100,"COUGHLIN","AVE",6,"",6,4,4,213,27,"5/15/2016",2004,"O",2,"Local",1,"3",12581063,"12",7
"271",100,"COURT","ST",3,"",6,3,3,350,34,"4/14/2016",1989,"F",3,"MA",3,"6",13018248,"27",6
"272",100,"COURT","ST",3,"",6,3,3,350,34,"4/14/2016",1989,"F",3,"MA",3,"6",12575268,"27",6
"273",100,"COURT","ST",3,"",6,3,3,350,34,"4/14/2016",1989,"F",3,"MA",3,"6",12575084,"27",6
"274",100,"COURT","ST",3,"W",8,4,5,500,36,"4/14/2016",1985,"F",3,"MA",3,"6",12575082,"31",8
"275",100,"COURT","ST",3,"W",8,4,5,500,36,"4/14/2016",1985,"F",3,"MA",3,"6",13016322,"31",8
"276",100,"COURT","ST",3,"W",8,4,5,500,36,"4/14/2016",1985,"F",3,"MA",3,"6",12575079,"31",8
"277",100,"COYKENDALL","AVE",6,"",6,3,3,317,21,"4/15/2016",1999,"O",2,"Local",1,"3",12572802,"17",6
"278",100,"COYNE","CIR",7,"",7,4,5,106,27,"4/15/2016",1985,"F",3,"Local",1,"6",13006012,"31",7
"279",100,"CRADDOCK","ST",3,"",7,4,3,350,25,"4/15/2016",2004,"F",3,"Local",1,"6",12572045,"12",7
"280",100,"CRAFTON","AVE",6,"",6,2,3,285,26,"4/15/2016",1985,"O",2,"Local",1,"3",12564373,"31",5
"281",100,"CRAIG","ST",3,"",6,3,3,350,27,"4/14/2016",1989,"O",2,"Local",1,"3",12580191,"27",6
"282",100,"CRATON","ST",3,"",7,3,5,425,28,"4/14/2016",2005,"F",3,"Local",1,"6",12578344,"11",7
"283",100,"CRAWFORD","AVE",6,"",6,3,3,687,28,"6/15/2016",1999,"F",3,"Local",1,"6",12578696,"17",6
"284",100,"CRAWFORD","AVE",6,"",6,3,3,687,28,"6/15/2016",1999,"F",3,"Local",1,"6",13001929,"17",6
"285",100,"CREHANGE","ST",3,"",6,3,5,528,20,"5/14/2016",1999,"O",2,"Local",1,"3",12572136,"17",6
"286",100,"CRESCENT","AVE",6,"",8,4,5,500,32,"3/14/2016",1985,"F",3,"Local",1,"6",12573185,"31",8
"287",100,"CRESTVIEW","DR",4,"",6,3,4,923,28,"4/15/2016",1985,"O",2,"Local",1,"3",12571721,"31",6
"288",100,"CRESTVIEW","DR",4,"",6,3,4,923,28,"4/15/2016",1985,"O",2,"Local",1,"3",12571706,"31",6
"289",100,"CRESTVIEW","TER",2,"",7,3,5,110,20,"4/15/2016",1985,"O",2,"Local",1,"3",12572683,"31",6
"290",100,"CRIPPEN","AVE",6,"",6,3,4,422,26,"6/15/2016",1985,"O",2,"Local",1,"3",12576611,"31",6
"291",100,"CRIPPEN","PL",1,"",4,3,1,242,30,"6/15/2016",1985,"O",2,"Local",1,"3",12576586,"31",5
"292",100,"CROLY","ST",3,"",6,2,3,830,35,"6/15/2016",1999,"F",3,"Local",1,"6",13028254,"17",5
"293",100,"CROLY","ST",3,"",6,2,3,830,35,"6/15/2016",1999,"F",3,"Local",1,"6",12578790,"17",5
"294",100,"CROSSETT","ST",3,"",6,3,3,513,25,"3/14/2016",2001,"F",3,"Local",1,"3",12573122,"15",6
"295",100,"CROUSE","AVE",6,"N",2,1,2,440,32,"4/14/2016",1985,"F",3,"Local",1,"6",13013186,"31",2
"296",100,"CROUSE","AVE",6,"N",2,1,2,440,32,"4/14/2016",1985,"F",3,"Local",1,"6",12578051,"31",2
"297",100,"CROUSE","AVE",6,"N",2,1,2,440,32,"4/14/2016",1985,"F",3,"Local",1,"6",12578043,"31",2
"298",100,"CROUSE","AVE",6,"N",2,1,2,440,32,"4/14/2016",1985,"F",3,"Local",1,"6",12578056,"31",2
"299",100,"CROUSE","AVE",6,"N",2,1,2,440,32,"4/14/2016",1985,"F",3,"Local",1,"6",13013188,"31",2
"300",100,"CROUSE","AVE",6,"N",2,1,2,440,32,"4/14/2016",1985,"F",3,"Local",1,"6",12578052,"31",2
"301",100,"CROUSE","AVE",6,"S",4,2,3,183,36,"4/14/2016",1985,"F",3,"Local",1,"6",12578041,"31",4
"302",100,"CROUSE","AVE",6,"S",4,2,3,183,36,"4/14/2016",1985,"F",3,"Local",1,"6",12578042,"31",4
"303",100,"CROYDEN","RD",5,"",7,4,4,469,27,"5/14/2016",1988,"O",2,"Local",1,"3",12578458,"28",7
"304",100,"CRYSLER","ST",3,"",6,3,4,175,16,"6/14/2016",1985,"O",2,"Local",1,"3",12573394,"31",6
"305",100,"CULBERT","ST",3,"",6,3,4,1478,33,"4/15/2016",2002,"O",2,"Local",1,"3",12580209,"14",6
"306",100,"CULVER","DR",4,"",7,3,5,295,23,"4/14/2016",1999,"O",2,"Local",1,"3",12581236,"17",6
"307",100,"CUMBERLAND","AVE",6,"",3,1,2,581,27,"5/14/2016",1999,"F",3,"Local",1,"3",13001916,"17",3
"308",100,"CUMBERLAND","PL",1,"",6,3,4,290,27,"5/14/2016",1999,"O",2,"Local",1,"3",13013243,"17",6
"309",100,"CUMBERLAND","PL",1,"",6,3,4,290,27,"5/14/2016",1999,"O",2,"Local",1,"3",12578421,"17",6
"310",100,"CUMMINGS","AVE",6,"",4,2,3,422,16,"4/14/2016",1985,"O",2,"Local",1,"3",12575216,"31",5
"311",100,"CURTIS","ST",3,"",7,3,4,340,27,"4/15/2016",2002,"O",2,"Local",1,"3",12580147,"14",6
"312",100,"DAISY","ST",3,"",6,4,3,528,NA,"3/11/2016",1988,"F",3,"Local",1,"6",12573315,"28",6
"313",100,"DAKIN","ST",3,"",5,3,3,570,30,"6/15/2016",1985,"F",3,"Local",1,"6",13028253,"31",5
"314",100,"DAKOTA","ST",3,"",5,2,3,355,32,"5/14/2016",1999,"O",2,"Local",1,"3",12578399,"17",5
"315",100,"DALE","ST",3,"",7,4,3,515,27,"4/15/2016",2006,"F",3,"Local",1,"6",12580620,"10",7
"316",100,"DARLINGTON","RD",5,"",6,3,3,867,30,"4/14/2016",1985,"O",2,"Local",1,"3",12580315,"31",6
"317",100,"DAVIS","ST",3,"",8,4,5,750,30,"4/14/2016",2011,"F",3,"Local",1,"6",12573110,"5",8
"318",100,"DAVIS","ST",3,"",8,4,5,750,30,"4/14/2016",2011,"F",3,"Local",1,"6",12573283,"5",8
"319",100,"DAWES","AVE",6,"",7,3,5,990,26,"5/14/2016",2003,"O",2,"Local",1,"3",12576715,"13",7
"320",100,"DEARBORN","PL",1,"",3,2,2,581,25,"3/15/2016",1985,"F",3,"Local",1,"6",12573216,"31",4
"321",100,"DECKER","ST",3,"",7,4,4,158,16,"4/15/2016",1985,"O",2,"Local",1,"3",12577916,"31",7
"322",100,"DELAWARE","ST",3,"",6,3,2,440,35,"4/14/2016",1999,"F",3,"Local",1,"6",12573257,"17",5
"323",100,"DELL","ST",3,"",7,4,3,422,24,"6/15/2016",2002,"F",3,"Local",1,"6",12578177,"14",7
"324",100,"DELL","ST",3,"",7,4,3,422,24,"6/15/2016",2002,"F",3,"Local",1,"6",12578175,"14",7
"325",100,"DELRAY","AVE",6,"",6,3,4,940,27,"6/15/2016",1999,"O",2,"Local",1,"3",12578955,"17",6
"326",100,"DEMONG","DR",4,"",6,3,4,325,31,"6/15/2016",1999,"O",2,"Local",1,"3",12578945,"17",6
"327",100,"DEVINE","ST",3,"",8,5,4,377,31,"4/14/2016",2001,"O",2,"Local",1,"3",12578322,"15",8
"328",100,"DEVINE","ST",3,"",8,5,4,377,31,"4/14/2016",2001,"O",2,"Local",1,"3",12578320,"15",8
"329",100,"DEWEY","AVE",6,"",6,3,3,422,25,"4/15/2016",1999,"O",2,"Local",1,"3",12573512,"17",6
"330",100,"DEWITT","RD",5,"",6,3,5,2640,23,"5/14/2016",1989,"O",2,"Local",1,"3",12579372,"27",6
"331",100,"DEWITT","RD",5,"",6,3,5,2640,23,"5/14/2016",1989,"O",2,"Local",1,"3",13019531,"27",6
"332",100,"DEWITT","RD",5,"",6,3,5,2640,23,"5/14/2016",1989,"O",2,"Local",1,"3",13019530,"27",6
"333",100,"DEWITT","ST",3,"",6,3,5,666,30,"5/15/2016",1999,"F",3,"CO",2,"6",12580321,"17",6
"334",100,"DEWITT","ST",3,"",6,3,5,666,30,"5/15/2016",1999,"F",3,"CO",2,"6",12580341,"17",6
"335",100,"DIANA","AVE",6,"",7,4,4,639,28,"3/15/2016",1989,"O",2,"Local",1,"3",12576917,"27",7
"336",100,"DICKERSON","ST",3,"",7,3,4,845,22,"6/14/2016",2005,"F",3,"Local",1,"6",13020297,"11",7
"337",100,"DICKERSON","ST",3,"",7,3,4,845,22,"6/14/2016",2005,"F",3,"Local",1,"6",13020296,"11",7
"338",100,"DICKERSON","ST",3,"",7,3,4,845,22,"6/14/2016",2005,"F",3,"Local",1,"6",12573697,"11",7
"339",100,"DIDAMA","ST",3,"",8,4,5,827,28,"6/15/2016",2006,"O",2,"Local",1,"3",12578764,"10",8
"340",100,"DILLAYE","AVE",6,"",6,3,5,363,28,"4/14/2016",1985,"O",2,"Local",1,"3",12578806,"31",6
"341",100,"DIVISION","ST",3,"W",3,2,2,276,33,"4/15/2016",1985,"F",3,"Local",1,"",12575102,"31",4
"342",100,"DODGE","DR",4,"",5,3,4,158,16,"5/14/2016",1985,"O",2,"Local",1,"3",12577029,"31",6
"343",100,"DOLL","PKWY",9,"",6,2,4,2014,22,"6/15/2016",2004,"O",2,"Local",1,"3",12578951,"12",5
"344",100,"DOLL","PKWY",9,"",6,2,4,2014,22,"6/15/2016",2004,"O",2,"Local",1,"3",13011135,"12",5
"345",100,"DOLL","PKWY",9,"",6,2,4,2014,22,"6/15/2016",2004,"O",2,"Local",1,"3",12578936,"12",5
"346",100,"DOLL","PKWY",9,"",6,2,4,2014,22,"6/15/2016",2004,"O",2,"Local",1,"3",13011128,"12",5
"347",100,"DORCHESTER","AVE",6,"",3,2,1,246,NA,"4/14/2016",1985,"F",3,"Local",1,"6",12580505,"31",3
"348",100,"DORCHESTER","AVE",6,"",3,2,1,246,NA,"4/14/2016",1985,"F",3,"Local",1,"6",12580510,"31",3
"349",100,"DORCHESTER","AVE",6,"",3,2,1,396,27,"5/15/2016",1985,"F",3,"Local",1,"6",12580505,"31",3
"350",100,"DORCHESTER","AVE",6,"",3,2,1,396,27,"5/15/2016",1985,"F",3,"Local",1,"6",12580510,"31",3
"351",100,"DOROTHY","ST",3,"",7,4,3,821,27,"4/15/2016",2002,"O",2,"Local",1,"3",12580335,"14",7
"352",100,"DORSET","RD",5,"",4,2,2,898,24,"4/14/2016",1999,"F",3,"Local",1,"6",12577593,"17",4
"353",100,"DORSET","RD",5,"",4,2,2,898,24,"4/14/2016",1999,"F",3,"Local",1,"6",13011304,"17",4
"354",100,"DORWIN","AVE",6,"",8,4,5,924,27,"6/15/2016",1988,"F",3,"Local",1,"4",12564365,"28",8
"355",100,"DOUGALL","AVE",6,"",6,3,3,317,25,"5/14/2016",1985,"O",2,"Local",1,"3",12577283,"31",6
"356",100,"DOUGLAS","ST",3,"",4,2,2,420,27,"4/14/2016",1985,"F",3,"Local",1,"6",12580070,"31",4
"357",100,"DRISCOLL","AVE",6,"",6,3,4,263,25,"6/14/2016",1999,"O",2,"Local",1,"3",12572790,"17",6
"358",100,"DUANE","ST",3,"",5,3,2,399,28,"4/14/2016",1999,"O",2,"Local",1,"3",12572933,"17",5
"359",100,"DUDLEY","ST",3,"",6,3,2,276,34,"4/14/2016",1999,"F",3,"Local",1,"6",12573081,"17",5
"360",100,"DUNDEE","DR",4,"",7,3,5,650,25,"4/14/2016",1999,"O",2,"Local",1,"3",12572317,"17",6
"361",100,"DUNLAP","AVE",6,"",5,3,5,1080,NA,"5/15/2016",1985,"F",3,"Local",1,"6",12581359,"31",6
"362",100,"DURSTON","AVE",6,"",8,4,4,1140,25,"4/14/2016",2005,"F",3,"Local",1,"6",12580414,"11",8
"363",100,"EAST","AVE",6,"",4,2,3,550,27,"5/14/2016",1986,"F",3,"Local",1,"6",12578749,"30",5
"364",100,"EASTMAN","AVE",6,"",8,5,4,264,25,"4/15/2016",2007,"F",3,"Local",1,"6",12572112,"9",8
"365",100,"EASTVIEW","AVE",6,"",7,3,5,158,18,"3/14/2016",1985,"O",2,"Local",1,"3",12573136,"31",6
"366",100,"EDGEHILL","RD",5,"",6,3,4,1138,25,"5/14/2016",2001,"O",2,"Local",1,"3",12578750,"15",6
"367",100,"EDGEMONT","DR",4,"",6,2,4,1254,25,"5/14/2016",1989,"O",2,"Local",1,"3",12578674,"27",5
"368",100,"EDGEMONT","DR",4,"",6,2,4,1254,25,"5/14/2016",1989,"O",2,"Local",1,"3",13011021,"27",5
"369",100,"EDGEWOOD","AVE",6,"",5,2,3,469,26,"6/14/2016",1999,"O",2,"Local",1,"3",12571999,"17",5
"370",100,"EDGEWOOD","DR",4,"",4,2,2,422,16,"6/15/2016",2004,"O",2,"Local",1,"3",12564417,"12",4
"371",100,"EDISON","ST",3,"",7,4,4,852,18,"4/14/2016",1999,"O",2,"Local",1,"3",12573572,"17",7
"372",100,"EDMUND","AVE",6,"",3,2,2,106,22,"4/15/2016",1999,"O",2,"Local",1,"6",12572091,"17",4
"373",100,"EDNA","RD",5,"",5,2,3,1330,27,"6/15/2016",1999,"O",2,"Local",1,"3",12564393,"17",5
"374",100,"EDTIM","RD",5,"",6,3,4,792,32,"4/14/2016",2005,"F",3,"Local",1,"3",12581026,"11",6
"375",100,"EDWARDS","AVE",6,"N",5,3,3,705,29,"4/14/2016",1985,"O",2,"Local",1,"3",12581106,"31",6
"376",100,"EDWARDS","AVE",6,"S",6,3,3,891,24,"4/14/2016",1989,"O",2,"Local",1,"3",12581080,"27",6
"377",100,"ELDORADO","ST",3,"",4,3,3,675,27,"4/14/2016",1999,"O",2,"Local",1,"3",12580428,"17",6
"378",100,"ELIZABETH","ST",3,"",3,2,1,507,27,"3/15/2016",1989,"F",3,"Local",1,"6",12577277,"27",3
"379",100,"ELIZABETH","ST",3,"",3,2,1,507,27,"3/15/2016",1989,"F",3,"Local",1,"6",12577279,"27",3
"380",100,"ELK","ST",3,"",5,3,2,490,27,"3/15/2016",1999,"F",3,"Local",1,"6",12577272,"17",5
"381",100,"ELLEN","ST",3,"",4,2,2,215,NA,"4/14/2016",1985,"O",2,"Local",1,"3",12580586,"31",4
"382",100,"ELMWOOD","AVE",6,"",5,3,4,1088,24,"6/14/2016",1999,"O",2,"Local",1,"3",12572009,"17",6
"383",100,"ELMWOOD","AVE",6,"",5,3,4,1088,24,"6/14/2016",1999,"O",2,"Local",1,"3",12572012,"17",6
"384",100,"ELOISE","TER",2,"",6,3,3,317,18,"3/14/2016",1999,"F",3,"Local",1,"6",12573129,"17",6
"385",100,"ELSNER","ST",3,"",5,3,4,396,28,"5/15/2016",1988,"O",2,"Local",1,"3",12580258,"28",6
"386",100,"EMERSON","AVE",6,"",8,4,5,480,36,"6/14/2016",2005,"O",2,"Local",1,"3",12573387,"11",8
"387",100,"EMPIRE","AVE",6,"",7,3,4,350,25,"6/14/2016",1985,"O",2,"Local",1,"3",12571947,"31",6
"388",100,"ENFIELD","PL",1,"",5,3,4,545,26,"5/14/2016",1988,"O",2,"Local",1,"3",12578672,"28",6
"389",100,"ENFIELD","PL",1,"",5,3,4,545,26,"5/14/2016",1988,"O",2,"Local",1,"3",13011025,"28",6
"390",100,"ENGLERT","AVE",6,"",5,2,3,1003,23,"4/14/2016",1985,"O",2,"Local",1,"3",12580603,"31",5
"391",100,"ENGLERT","AVE",6,"",5,2,3,1003,23,"4/14/2016",1985,"O",2,"Local",1,"3",12580594,"31",5
"392",100,"ENGLEWOOD","AVE",6,"",7,4,3,250,27,"6/14/2016",1999,"O",2,"Local",1,"3",12571773,"17",7
"393",100,"ERICKSON","ST",3,"",6,3,3,686,22,"4/15/2016",2002,"O",2,"Local",1,"3",12581173,"14",6
"394",100,"ERIE","BLVD",10,"E",NA,NA,NA,345,56,"BRICK",1985,"F",3,"PA",4,"6",12577831,"#VALUE!",NA
"395",100,"ERIE","ST",3,"",5,3,3,621,27,"6/14/2016",1999,"O",2,"Local",1,"3",12572863,"17",6
"396",100,"ESSEX","ST",3,"",6,3,3,549,30,"6/14/2016",1999,"O",2,"Local",1,"3",12572854,"17",6
"397",100,"ESSEX","ST",3,"",6,3,3,549,30,"6/14/2016",1999,"O",2,"Local",1,"3",12572805,"17",6
"398",100,"EUCLID","AVE",6,"",7,4,4,445,39,"12/1/1996",1988,"F",3,"Local",1,"6",12577561,"8",7
"399",100,"EUCLID","TER",2,"",4,3,1,528,18,"5/14/2016",1985,"F",3,"Local",1,"6",12578503,"31",4
"400",100,"EUCLID","TER",2,"",4,3,1,528,18,"5/14/2016",1985,"F",3,"Local",1,"6",13017640,"31",4
"401",100,"EUCLID","TER",2,"",4,3,1,528,18,"5/14/2016",1985,"F",3,"Local",1,"6",13017639,"31",4
"402",100,"EUREKA","ST",3,"",7,3,5,435,25,"4/14/2016",2001,"F",3,"Local",1,"3",12573544,"15",7
"403",100,"EUREKA","ST",3,"",7,3,5,435,25,"4/14/2016",2001,"F",3,"Local",1,"3",12573543,"15",7
"404",100,"EUREKA","ST",3,"",7,3,5,410,25,"4/14/2016",2001,"F",3,"Local",1,"3",12573544,"15",7
"405",100,"EUREKA","ST",3,"",7,3,5,410,25,"4/14/2016",2001,"F",3,"Local",1,"3",12573543,"15",7
"406",100,"EVANS","ST",3,"",7,4,5,300,NA,"4/14/2016",1999,"O",2,"Local",1,"3",13020304,"17",8
"407",100,"EVANS","ST",3,"",7,4,5,300,NA,"4/14/2016",1999,"O",2,"Local",1,"3",13001149,"17",8
"408",100,"EXCHANGE","ST",3,"",2,2,1,475,47,"5/15/2016",1985,"F",3,"Local",1,"6",12575236,"31",3
"409",100,"FABIUS","ST",3,"",4,3,2,354,NA,"4/15/2016",1999,"F",3,"Local",1,"3",12573665,"17",5
"410",100,"FABIUS","ST",3,"",4,3,2,354,NA,"4/15/2016",1999,"F",3,"Local",1,"3",12573687,"17",5
"411",100,"FABIUS","ST",3,"",4,3,2,354,NA,"4/15/2016",1999,"F",3,"Local",1,"3",13020993,"17",5
"412",100,"FABIUS","ST",3,"",5,2,3,306,26,"4/15/2016",2002,"F",3,"Local",1,"6",12573665,"14",4
"413",100,"FABIUS","ST",3,"",5,2,3,306,26,"4/15/2016",2002,"F",3,"Local",1,"6",12573687,"14",4
"414",100,"FABIUS","ST",3,"",5,2,3,306,26,"4/15/2016",2002,"F",3,"Local",1,"6",13020993,"14",4
"415",100,"FAGE","AVE",6,"",5,3,3,950,25,"3/15/2016",1989,"F",3,"Local",1,"6",12576825,"27",6
"416",100,"FAIRDALE","AVE",6,"",6,3,3,739,27,"4/14/2016",1999,"O",2,"Local",1,"3",12572893,"17",6
"417",100,"FAIRFIELD","AVE",6,"",4,3,3,278,23,"6/14/2016",1999,"O",2,"Local",1,"3",12572007,"17",6
"418",100,"FAIRVIEW","AVE",6,"",6,3,5,894,32,"4/14/2016",1999,"O",2,"Local",1,"3",12578331,"17",6
"419",100,"FARMER","ST",3,"",7,4,4,355,24,"5/15/2016",2001,"O",2,"Local",1,"3",12580128,"15",7
"420",100,"FARMER","ST",3,"",7,4,4,355,24,"5/15/2016",2001,"O",2,"Local",1,"3",12580134,"15",7
"421",100,"FARMER","ST",3,"",7,4,4,355,24,"5/15/2016",2001,"O",2,"Local",1,"3",12580132,"15",7
"422",100,"FAYETTE","BLVD",10,"",6,3,4,1155,25,"6/15/2016",2004,"O",2,"Local",1,"3",12578879,"12",5
"423",100,"FAYETTE","ST",3,"E",10,5,5,300,38,"6/15/2016",2015,"F",3,"MA",3,"6",12577689,"1",10
"424",100,"FAYETTE","ST",3,"E",10,5,5,300,38,"6/15/2016",2015,"F",3,"MA",3,"6",12577690,"1",10
"425",100,"FAYETTE","ST",3,"W",8,5,4,350,37,"4/15/2016",1999,"F",3,"MA",3,"6",12573751,"17",8
"426",100,"FEIGEL","AVE",6,"",8,4,4,792,23,"5/15/2016",1985,"O",2,"Local",1,"3",12580533,"31",7
"427",100,"FELLOWS","AVE",6,"",6,3,4,1357,27,"6/15/2016",2004,"F",3,"Local",1,"6",12578692,"12",6
"428",100,"FENTON","ST",3,"",5,2,3,845,33,"6/14/2016",1985,"O",2,"Local",1,"3",12573090,"31",5
"429",100,"FENTON","ST",3,"",5,2,3,845,33,"6/14/2016",1985,"O",2,"Local",1,"3",13028436,"31",5
"430",100,"FENTON","ST",3,"",5,2,3,845,33,"6/14/2016",1985,"O",2,"Local",1,"3",13028437,"31",5
"431",100,"FENWAY","DR",4,"",6,3,3,876,28,"5/14/2016",1999,"O",2,"Local",1,"3",12578822,"17",6
"432",100,"FERNDALE","DR",4,"",6,3,4,293,24,"6/15/2016",2004,"O",2,"Local",1,"3",12576592,"12",6
